,NameID,Image,Name,Gender,Height,BirthDate,BirthPlace,Bios
24,nm4413036,https://m.media-amazon.com/images/M/MV5BNDg1YWM1ZTUtZWI0MC00MTk4LWFmNTUtMGVhM2EzMGQxZmZiXkEyXkFqcGdeQXVyNDg5MzExNDE@._V1_.jpg,Josha Stradowski,male,189.2,,,"Josha Stradowski started acting as a kid in musicals like The Sound of Music and Ciske de Rat and began playing roles in television as a teenager. He graduated from the AHK theatre school in Amsterdam and worked on multiple plays such as Oedipus directed by Robert Icke at Ivo van Hove's theater company ITA in 2018. He recently completed filming on a new series. He also played the lead role in an indie feature film, Just Friends, for which he and the film received a number of awards on the international film festival circuit."
25,nm5377144,https://m.media-amazon.com/images/M/MV5BMTU0NTUwNjkyN15BMl5BanBnXkFtZTgwMjM0NzEzMTI@._V1_.jpg,Awkwafina,female,154.94,1988-06-02,"New York City, New York, USA","Nora Lum, known professionally as Awkwafina, is an American actress and rapper. She has played supporting roles in the comedy films Ocean's 8 and Crazy Rich Asians (2018), and her leading role in the comedy-drama The Farewell (2019) earned her a Golden Globe Award for Best Actress nomination.

She has released two albums, Yellow Ranger (2014) and In Fina We Trust (2018). She has also ventured into comedy and hosting, making television appearances in Girl Code, Future Man, and Saturday Night Live.

Lum was born in New York City to painter and South Korean immigrant Tia, who died when she was four, and Chinese-American father Wally. She grew up in Forest Hills, Queens, raised by her father and his grandparents; she became especially close to her grandmother. One of her paternal great-grandfathers was a Chinese immigrant in the 1940s; he opened the Cantonese restaurant Lum's in Flushing, Queens that was one of that neighborhood's first Chinese restaurants.

Lum attended LaGuardia High School of Music & Art and Performing Arts where she played the trumpet and was trained in classical music and jazz. At age 16, she adopted the stage name Awkwafina, ""definitely a person I repressed"" and an alter ego to her ""quiet and more passive"" personality during her college years. Lum majored in journalism and women's studies at the University at Albany, State University of New York. From 2006 to 2008, Lum attended Beijing Language and Culture University in China, where she studied Mandarin.

Lum states that Charles Bukowski, Anaïs Nin, Joan Didion, Tom Waits, and Chet Baker were early influences. Prior to her career in entertainment, she was an intern at local New York publications Gotham Gazette and the Times Union newspaper in Albany, and was a publicity assistant for publishing house Rodale."
26,nm0272581,https://m.media-amazon.com/images/M/MV5BNzA4NDA1MTA5NV5BMl5BanBnXkFtZTcwNjMyNTQ3OA@@._V1_.jpg,Rebecca Ferguson,female,165.1,1983-10-19,Sweden,"Rebecca Ferguson was born Rebecca Louisa Ferguson Sundström in Stockholm, Sweden, and grew up in its Vasastaden district. Her father is Swedish. Her mother, Rosemary Ferguson, is British, of Scottish and Northern Irish descent, and moved to Sweden at the age of 25. Rebecca attended an English-speaking school in Sweden and was raised bilingual, speaking Swedish and English. As a student, she attended the Adolf Fredrik's Music School in Stockholm and graduated in 1999.

She came into prominence with her breakout role of upper-class girl Anna Gripenhielm in the soap-opera Nya tider (1999), when she was 16 years old.

She lives in the seaside town of Simrishamn, on the Swedish south coast. Ferguson has said she wanted to get away from city life and the public spotlight following her soap opera success. Swedish director Richard Hobert, spotted her at the town market in 2011, which led to her starring in his film A One-Way Trip to Antibes (2011).

Ferguson taught Argentinian Tango at a dance company in Sweden for a few years.

In 2013, Rebecca played Queen Elizabeth Woodville in the BBC historical drama The White Queen (2013), for which she got a Golden Globe nomination.

In 2015, Ferguson played Ilsa Faust, the female lead in Mission: Impossible - Rogue Nation (2015). Her co-star, Tom Cruise, chose her for the film after having seen her in the mini-series The White Queen (2013). Her performance in the movie was highly praised and Rebecca will reprise her role in the sixth Mission: Impossible film.

In 2016, she starred in Despite the Falling Snow (2016), Florence Foster Jenkins (2016) and The Girl on the Train (2016).

Her other projects are Dune, Life (2017), The Snowman (2017), The Greatest Showman (2017), The Lady and the Panda and Mission: Impossible - Fallout (2018)."
27,nm2244205,https://m.media-amazon.com/images/M/MV5BMjM3MTczNzY1MF5BMl5BanBnXkFtZTgwNjgwODgzNDE@._V1_.jpg,Léa Seydoux,female,167.64,1985-07-01,"Paris, France","French actress Léa Seydoux was born in 1985 in Paris, France, to Valérie Schlumberger, a philanthropist, and Henri Seydoux, a businessman. Her grandfather, Jérôme Seydoux, is chairman of Pathé, and her father is a great-grandson of businessman and inventor Marcel Schlumberger (her mother also descends from the Schlumberger family). Her parents are both of mixed French and Alsatian German descent, with more distant Venezuelan (Spanish, Basque) roots on her father's side.

Léa began her acting career in French cinema, appearing in films such as The Last Mistress (2007) and On War (2008). She first came to attention after she received her first César Award nomination for her performance in The Beautiful Person (2008), and won the Trophée Chopard, an award given to promising actors at the Cannes Film Festival. Since then, she has appeared in major Hollywood films including Quentin Tarantino's Inglourious Basterds (2009), Ridley Scott's Robin Hood (2010), Woody Allen's Midnight in Paris (2011), and Brad Bird's Mission: Impossible - Ghost Protocol (2011). In French cinema, she was nominated for the César Award for Most Promising Actress for a second time for her role in Belle Épine (2010) and was nominated for the César Award for Best Actress for the film Farewell, My Queen (2012).

In 2013, Seydoux came to widespread attention when Seydoux and co-star Adèle Exarchopoulos, alongside director Abdellatif Kechiche, were awarded the Palme d'Or at the Cannes Film Festival, for their involvement in the critically acclaimed film Blue Is the Warmest Colour (Blue Is the Warmest Colour (2013)). As a special prize for their roles, Along with Jane Campion, Seydoux and Exarchopoulos are the only women to have ever won a Palme d'Or.

That same year, she also received the Lumières Award for Best Actress for the film Grand Central and, in 2014, she was nominated for the BAFTA Rising Star Award and starred in the films Beauty and the Beast, The Grand Budapest Hotel and Saint Laurent. In 2015 she played Madeleine Swann in the 24th James Bond film Spectre."
28,nm0000631,https://m.media-amazon.com/images/M/MV5BMGJkOGM5OWEtNDYxMy00Njg4LWExNjAtY2ZlNWNlNzVhNDk4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg,Ridley Scott,male,173.99,1937-11-30,"South Shields, County Durham, England, UK","Described by film producer Michael Deeley as ""the very best eye in the business"", director Ridley Scott was born on November 30, 1937 in South Shields, Tyne and Wear (then County Durham). His father was an officer in the Royal Engineers and the family followed him as his career posted him throughout the United Kingdom and Europe before they eventually returned to Teesside. Scott wanted to join the Royal Army (his elder brother Frank had already joined the Merchant Navy) but his father encouraged him to develop his artistic talents instead and so he went to West Hartlepool College of Art and then London's Royal College of Art where he helped found the film department.

In 1962, he joined the BBC as a trainee set designer working on several high profile series. He attended a trainee director's course while he was there and his first directing job was on an episode of the popular BBC police series Z Cars (1962), Error of Judgement (1965). More TV work followed until, frustrated by the poor financial rewards at the BBC, he went into advertising. With his younger brother, Tony Scott, he formed the advertising production company RSA (Ridley Scott Associates) in 1967 and spent the next 10 years making some of the best known and best loved TV adverts ever shown on British television, including a series of ads for Hovis bread set to the music of Dvorak's New World Symphony which are still talked about today (""'e were a great baker were our dad."")

He began working with producer David Puttnam in the 1970s developing ideas for feature films. Their first joint endeavor, The Duellists (1977) won the Jury Prize for Best First Work at Cannes in 1977 and was nominated for the Palm d'Or, more than successfully launching Scott's feature film career. The success of Star Wars: Episode IV - A New Hope (1977) inspired Scott's interest in making science fiction and he accepted the offer to direct Dan O'Bannon's low budget science fiction horror movie Alien (1979), a critical and commercial success that firmly established his worldwide reputation as a movie director.

Blade Runner (1982) followed in 1982 to, at best, a lukewarm reception from public and critics but in the years that followed, its reputation grew - and Scott's with it - as one of the most important sci-fi movies ever made. Scott's next major project was back in the advertising world where he created another of the most talked-about advertising spots in broadcast history when his ""1984""-inspired ad for the new Apple Macintosh computer was aired during the Super Bowl on January 22, 1984. Scott's movie career has seen a few flops (notably Legend (1985) and 1492: Conquest of Paradise (1992)), but with successes like Thelma & Louise (1991), Gladiator (2000) and Black Hawk Down (2001) to offset them, his reputation remains solidly intact.

Ridley Scott was awarded Knight Bachelor of the Order of the British Empire at the 2003 Queen's New Year Honours for his ""substantial contribution to the British film industry"". On July 3, 2015, he was awarded an honorary doctorate by the Royal College of Art in a ceremony at the Royal Albert Hall in London. He was awarded the BAFTA Fellowship in 2018. BAFTA described him as ""a visionary director, one of the great British film-makers whose work has made an indelible mark on the history of cinema. Forty years since his directorial debut, his films continue to cross the boundaries of style and genre, engaging audiences and inspiring the next generation of film talent."""
29,nm0000601,https://m.media-amazon.com/images/M/MV5BMTc5MTAwMzE3NF5BMl5BanBnXkFtZTYwNTg2ODMz._V1_.jpg,Harold Ramis,male,187.96,1944-11-21,"Chicago, Illinois, USA","Born on November 21, 1944 in Chicago, Illinois, Harold Allen Ramis got his start in comedy as Playboy magazine's joke editor and reviewer. In 1969, he joined Chicago's Second City's Improvisational Theatre Troupe before moving to New York to help write and perform in ""The National Lampoon Show"" with other Second City graduates including John Belushi, Gilda Radner and Bill Murray. By 1976, he was head writer and a regular performer on the top Canadian comedy series SCTV (1976). His Hollywood debut came when he collaborated on the script for National Lampoon's National Lampoon's Animal House (1978) which was produced by Ivan Reitman. After that, he worked as writer with Ivan as producer on Meatballs (1979), Stripes (1981), Ghostbusters (1984) and Ghostbusters II (1989) and acted in the latter three. Harold Ramis died on February 24, 2014 at age 69 from complications of autoimmune inflammatory vasculitis."
30,nm0480869,https://m.media-amazon.com/images/M/MV5BODY1Mjk4ODc4NF5BMl5BanBnXkFtZTYwMDY2MDAz._V1_.jpg,Art LaFleur,male,182.0,1943-09-09,"Gary, Indiana, USA","Character actor Art LaFleur was born on September 9, 1943 in Gary, Indiana. LaFleur worked extensively in sales as well as in both the saloon and restaurant business prior to deciding at age 31 in 1975 to move from Chicago, Illinois to Los Angeles, California in order to pursue a career in film. Art initially planned on being a screenwriter, but was ultimately persuaded to try his hand at acting instead by fellow actor and friend Jonathan Banks. LaFleur started landing acting gigs in plays in 1977 and acted in his first TV movie a year later. Often cast in tough guy roles, Art continued to act in a steady succession of both films and television shows alike with pleasing regularity up until 2017. LaFleur died at age 78 following a ten year battle with Parkinson's disease on November 17, 2021 in Los Angeles, California."
31,nm0425005,https://m.media-amazon.com/images/M/MV5BMTkyNDQ3NzAxM15BMl5BanBnXkFtZTgwODIwMTQ0NTE@._V1_.jpg,Dwayne Johnson,male,195.58,1972-05-02,"Hayward, California, USA","Dwayne Douglas Johnson, also known as The Rock, was born on May 2, 1972 in Hayward, California. He is the son of Ata Johnson (born Feagaimaleata Fitisemanu Maivia) and professional wrestler Rocky Johnson (born Wayde Douglas Bowles). His father, from Amherst, Nova Scotia, Canada, is black (of Black Nova Scotian descent), and his mother is of Samoan background (her own father was Peter Fanene Maivia, also a professional wrestler). While growing up, Dwayne traveled around a lot with his parents and watched his father perform in the ring. During his high school years, Dwayne began playing football and he soon received a full scholarship from the University of Miami, where he had tremendous success as a football player. In 1995, Dwayne suffered a back injury which cost him a place in the NFL. He then signed a three-year deal with the Canadian League but left after a year to pursue a career in wrestling.

He made his wrestling debut in the USWA under the name Flex Kavanah where he won the tag team championship with Brett Sawyer. In 1996, Dwayne joined the WWE and became Rocky Maivia where he joined a group known as ""The Nation of Domination"" and turned heel. Rocky eventually took over leadership of the ""Nation"" and began taking the persona of The Rock. After the ""Nation"" split, The Rock joined another elite group of wrestlers known as the ""Corporation"" and began a memorable feud with Steve Austin. Soon the Rock was kicked out of the ""Corporation"". He turned face and became known as ""The Peoples Champion"". In 2000, the Rock took time off from WWE to film his appearance in The Mummy Returns (2001). He returned in 2001 during the WCW/ECW invasion where he joined a team of WWE wrestlers at The Scorpion King (2002), a prequel to The Mummy Returns (2001).

Dwayne has a daughter, Simone Garcia Johnson, born in 2001, with his ex-wife Dany Garcia, and daughters, Jasmine, born in 2015, and Tiana Gia, born in 2018, with his wife, singer and songwriter Lauren Hashian."
32,nm5057169,https://m.media-amazon.com/images/M/MV5BOWRlYTk0YjAtMDNkNy00ZDlmLTk4NzktOWJiYWFmNzcyY2Y0XkEyXkFqcGdeQXVyOTE0NjgwMjY@._V1_.jpg,Thomasin McKenzie,female,165.0,2000-07-26,"Wellington, New Zealand","Thomasin McKenzie was born on July 26, 2000 in Wellington, New Zealand as Thomasin Harcourt McKenzie. She is an actress, known for Leave No Trace (2018), Jojo Rabbit (2019) and Last Night in Soho (2021)."
33,nm0198366,https://m.media-amazon.com/images/M/MV5BMjM5YjQwNGMtMjVkOC00ZWQ3LTg5OWMtZDQxZDNhZjQ2NWZjXkEyXkFqcGdeQXVyNjQyNTE2ODk@._V1_.jpg,Tony Dalton,male,180.3,1975-02-13,"Laredo, Texas, USA","Tony Dalton is a Mexican-American actor, screenwriter, and producer. Having studied acting at the Lee Strasberg Theater Institute in New York City, Dalton began his career in several off-Broadway productions, including ""The Ballad of the Sad Café,"" ""A Streetcar Named Desire,"" ""One Flew Over the Cuckoo's Nest."" After foraying into television and film, his first major feature appearance was in ""Matando Cabos,"" where he both starred and co-wrote the screenplay. He later was the lead in ""Sultanes del Sur,""which he also wrote; he later appeared in ""Colombiana,"" and Luis Estrada's ""The Perfect Dictatorship,"" among other roles. Simultaneously, he continued to perform in theatre, playing the roles of George in Bernard Slades' ""Same time next year"" and as 'Paul Zara' in Beau Willimon's ""Farragut North"". More recent films include ""Ni tuyo Ni mía"" and ""Amalgama"". In television, he lead the hit series ""Los Simuladores,"" playing the role of 'Mario Santos,' the logistics and planning specialist and leader of the elite con artist team. He played a series regular role in ""Dueños del Paraíso,"" followed by a role in Netflix's ""Sense8."" He is best known as the lead of the International Emmy-winning HBO Latin America series ""Sr. Avila"" as the titular 'Robert Avila', a middle-class life insurance salesman who secretly operates as an experienced hit man and, ultimately, ruthless mob boss. Dalton plays the role of 'Lalo Salamanca' on the hit AMC series ""Better Call Saul,"" the villain and catalyst of Jimmy McGill's (Bob Odenkirk) evolution into Saul Goodman."
34,nm0424060,https://m.media-amazon.com/images/M/MV5BMTM3OTUwMDYwNl5BMl5BanBnXkFtZTcwNTUyNzc3Nw@@._V1_.jpg,Scarlett Johansson,female,160.02,1984-11-22,"Manhattan, New York City, New York, USA","Scarlett Ingrid Johansson was born on November 22, 1984 in Manhattan, New York City, New York. Her mother, Melanie Sloan is from a Jewish family from the Bronx and her father, Karsten Johansson is a Danish-born architect from Copenhagen. She has a sister, Vanessa Johansson, who is also an actress, a brother, Adrian, a twin brother, Hunter Johansson, born three minutes after her, and a paternal half-brother, Christian. Her grandfather was writer Ejner Johansson.

Johansson began acting during childhood, after her mother started taking her to auditions. She made her professional acting debut at the age of eight in the off-Broadway production of ""Sophistry"" with Ethan Hawke, at New York's Playwrights Horizons. She would audition for commercials but took rejection so hard her mother began limiting her to film tryouts. She made her film debut at the age of nine, as John Ritter's character's daughter in the fantasy comedy North (1994). Following minor roles in Just Cause (1995), as the daughter of Sean Connery and Kate Capshaw's character, and If Lucy Fell (1996), she played the role of Amanda in Manny & Lo (1996). Her performance in Manny & Lo garnered a nomination for the Independent Spirit Award for Best Lead Female, and positive reviews, one noting, ""[the film] grows on you, largely because of the charm of ... Scarlett Johansson"", while San Francisco Chronicle critic Mick LaSalle commentated on her ""peaceful aura"", and wrote, ""If she can get through puberty with that aura undisturbed, she could become an important actress.""

After appearing in minor roles in Fall (1997) and Home Alone 3 (1997), Johansson garnered widely spread attention for her performance in The Horse Whisperer (1998), directed by Robert Redford, where she played Grace MacLean, a teenager traumatized by a riding accident. She received a nomination for the Chicago Film Critics Association Award for Most Promising Actress for the film. In 1999, she appeared in My Brother the Pig (1999) and in the music video for Mandy Moore's single, ""Candy"". Although the film was not a box office success, she received praise for her breakout role in Ghost World (2001), credited with ""sensitivity and talent [that] belie her age"". She was also featured in the Coen Brothers' dark drama The Man Who Wasn't There (2001), opposite Billy Bob Thornton and Frances McDormand. She appeared in the horror comedy Eight Legged Freaks (2002) with David Arquette and Kari Wuhrer.

In 2003, she was nominated for two Golden Globe Awards, one for drama (Girl with a Pearl Earring (2003)) and one for comedy (Lost in Translation (2003)), her breakout role, starring opposite Bill Murray, and receiving rave reviews and a Best Actress Award at the Venice Film Festival. Her film roles include the critically acclaimed Weitz brothers' film In Good Company (2004), as well as starring opposite John Travolta in A Love Song for Bobby Long (2004), which garnered her a third Golden Globe Award nomination.

She dropped out of Mission: Impossible III (2006) due to scheduling conflicts. Her next film role was in The Island (2005) alongside Ewan McGregor which earned weak reviews from U.S. critics. After this, she appeared in Woody Allen's Match Point (2005) and was nominated again for a Golden Globe Award. In May 2008, she released her album ""Anywhere I Lay My Head"", a collection of Tom Waits covers featuring one original song. Also that year, she starred in Frank Miller's The Spirit (2008), the Woody Allen film Vicky Cristina Barcelona (2008), and played Mary Boleyn opposite Natalie Portman in The Other Boleyn Girl (2008).

Since then, she has appeared as part of an ensemble cast in the romantic comedy He's Just Not That Into You (2009), the action superhero film Iron Man 2 (2010), the comedy-drama We Bought a Zoo (2011) and starred as the original scream queen, Janet Leigh, in Hitchcock (2012). She then played her character, Black Widow, in the blockbuster action films The Avengers (2012), Captain America: The Winter Soldier (2014), Avengers: Age of Ultron (2015), Captain America: Civil War (2016), Avengers: Infinity War (2018), Avengers: Endgame (2019) and Black Widow (2021), and also headlined the sci-fi action thriller Lucy (2014), a box office success. With more than a decade of work already under her belt, Scarlett has proven to be one of Hollywood's most talented young actresses. Her other starring roles are in the sci-fi action thriller Ghost in the Shell (2017) and the dark comedy Rough Night (2017).

Scarlett and Canadian actor Ryan Reynolds were engaged in May 2008 and married in September of that year. In 2010, the couple announced their separation, and subsequently divorced a year later. In 2013, she became engaged to French journalist Romain Dauriac, the couple married a year later. In January 2017, the couple announced their separation, and subsequently divorced in March of that year. They have a daughter, Rose Dorothy Dauriac (born 2014)."
35,nm5896355,https://m.media-amazon.com/images/M/MV5BMTllYmE5YTYtZGZmYy00ZTBlLWJlODEtYWQ0ZmU1YTJkMjJlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,Anya Taylor-Joy,female,172.72,1996-04-16,"Miami, Florida, USA","Anya-Josephine Marie Taylor-Joy (born 16 April 1996) is a British-American actress. She is best known for her roles as Beth Harmon in The Queen's Gambit (2020), Thomasin in the period horror film The Witch (2015), as Casey Cooke in the horror-thriller Split (2016), and as Lily in the black comedy thriller Thoroughbreds (2017). She has been the recipient of the Cannes Film Festival's Trophée Chopard and was nominated for the BAFTA Rising Star Award.

Anya was born in Miami, the youngest of six children. Her father is Scottish who was born in South America, and her mother is Spanish-English who was born in Zambia in Africa, to an English diplomat father and a Spanish mother from Barcelona. Anya lived her childhood between Argentina and England. Her father was a banker and a powerboat racer, and her mother is a psychologist. Anya was raised in Argentina until the age of six, then moved to London, where the family lived in Victoria. She attended Northlands School in Buenos Aires, then preparatory school Hill House and Queen's Gate School in London, and is also a former ballet dancer. Anya's dream of becoming an actress came when she was very young and it finally became possible when she was offered a modeling job. It wasn't long until Taylor-Joy received her first part in the Show Business. When she was fourteen, she used her savings to move to New York, and at 16, she left school to pursue acting.

Anya's outstanding performance as Thomasin in Robert Eggers' period horror film The Witch (2015), and the positive reviews it got at the Sundance festival revealed her incredible potential to the world; it was widely released and viewed in 2016. She then starred as the title character in the thriller Morgan (2016), directed Luke Scott and also starring Kate Mara. She also starred in Vikram Gandhi's film Barry, which focused on a young Barack Obama in 1981 New York City. Taylor-Joy played one of Obama's close friends. In 2017, she headlined M. Night Shyamalan's horror-thriller film Split (2016), playing Casey Cooke, a girl abducted by a mysterious man with split personalities. In 2019, she reprised her role as Casey in the film Glass. Anya was also the lead actress in the music video for Skrillex's remix of GTA's song Red Lips. She was nominated for the 2017 BAFTA Rising Star Award.

Taylor-Joy is attached to star in Nosferatu, a remake of the film of the same name, to be directed by Eggers in her second collaboration with him. She will also star in The Sea Change."
36,nm5136993,https://m.media-amazon.com/images/M/MV5BNjgwZDI3YjUtNzZiMC00ZTAzLTlkMzktYzJhNDViNzA5M2NhXkEyXkFqcGdeQXVyNjM5Mjk3NTg@._V1_.jpg,Madeleine Madden,female,167.6,1997-01-29,Australia,"Madeleine Madden was born on January 29, 1997 in Australia. She is an actress, known for Dora and the Lost City of Gold (2019), Mystery Road (2018) and Picnic at Hanging Rock (2018)."
37,nm2400045,https://m.media-amazon.com/images/M/MV5BMzliNzA0OTktMTE3Ny00OWY2LTllY2ItY2UwZmI2OGRmYTI2XkEyXkFqcGdeQXVyMTM5NDMzMjY@._V1_.jpg,Nina Dobrev,female,169.0,1989-01-09,"Sofia, Bulgaria","Nina Dobrev is a Bulgarian-born Canadian actress. Her best-known television roles are Mia Jones in Degrassi: The Next Generation (2001) and Elena Gilbert and Katherine Pierce on The Vampire Diaries (2009). Her film work includes The Perks of Being a Wallflower (2012), Let's Be Cops (2014), The Final Girls (2015), xXx: Return of Xander Cage (2017), and Dog Days (2018).

From a very young age, she showed great enthusiasm and talent for the arts: dance, gymnastics, theater, music, visual arts, and acting. Modeling jobs led to commercials, which turned into film auditions; she booked roles in the feature films Fugitive Pieces (2007), Away from Her (2006), and the popular CTV television series Degrassi: The Next Generation (2001), which led to The Vampire Diaries (2009), where she played the lead role for 6 seasons.

Nina loves to travel and has often visited Europe for pleasure, as well as to compete internationally, representing Canada in Aesthetic gymnastics. She enjoys playing volleyball and soccer, swimming, rock climbing, wakeboarding, snowboarding, and horseback riding.

Above all, acting is her passion, and she sees it as an adventure that has just begun; she believes that the journey and the characters we create along the way will help us understand ourselves."
38,nm1296458,https://m.media-amazon.com/images/M/MV5BODAyN2U5MTYtNWRlNi00MDAwLWJjNTctZGVhMDg2MzQ1MWUwXkEyXkFqcGdeQXVyMTcwNDQyNDk@._V1_.jpg,Mustafa Shakir,male,186.69,,,"Mustafa Shakir is an actor and writer, known for Brawl in Cell Block 99 (2017), Luke Cage (2016) and Quarry (2016)."
39,nm0719637,https://m.media-amazon.com/images/M/MV5BOTk2NDc2ODgzMF5BMl5BanBnXkFtZTcwMTMzOTQ4Nw@@._V1_.jpg,Jeremy Renner,male,174.0,1971-01-07,"Modesto, California, USA","Jeremy Lee Renner was born in Modesto, California, the son of Valerie (Tague) and Lee Renner, who managed a bowling alley. After a tumultuous yet happy childhood with his four younger siblings, Renner graduated from Beyer High School and attended Modesto Junior College. He explored several areas of study, including computer science, criminology, and psychology, before the theater department, with its freedom of emotional expression, drew him in.

However, Renner recognized the potential in acting as much through the local police academy as through drama classes. During his second year at Modesto Junior College, Renner role-played a domestic disturbance perpetrator as part of a police-training exercise for an easy $50. Deciding to shift his focus away from schoolwork, Renner left college and moved to San Francisco to study at the American Conservatory Theater. From there he moved to Hawaii and, in 1993, to Los Angeles.

In Los Angeles, Renner devoted himself to theater, most notably starring in and co-directing the critically acclaimed ""Search and Destroy."" He pursued other projects during this time as well, landing his first film role in 1995's National Lampoon's Senior Trip (1995). After several commercials and supporting roles in television movies and series, Renner captured the attention of critics with his gripping, complex portrayal of the infamous serial killer in the 2002 film Dahmer (2002). Renner's performance, which earned him an Independent Spirit Award nomination, is especially remarkable for painting a humane and sympathetic, yet deeply disturbing, portrait of the title character.

In 2003, Renner took a break from small indie films to work on his first commercially successful movie, S.W.A.T. (2003), with Colin Farrell. In 2005, he played the leading role in Neo Ned (2005) as an institutionalized white supremacist in love with a black girl, winning the Palm Beach International Film Festival's best actor award. Renner's pivotal supporting roles in 2005's 12 and Holding (2005) and North Country (2005) earned him accolades from critics, and his 2007 turn in Take (2007) garnered him the best actor award at California's Independent Film Festival. Also in 2007, Renner played a leading role in the horror film 28 Weeks Later (2007) as well as a supporting role in the underrated Western epic The Assassination of Jesse James by the Coward Robert Ford (2007), with Casey Affleck, Brad Pitt, and Sam Rockwell.

Renner's depiction of Jeffrey Dahmer in 2002 caught the attention of director Kathryn Bigelow, and, in 2008, she cast him in his most famous role as Sergeant First Class William James in The Hurt Locker (2008). Renner's performance as a single-minded bomb specialist scored him an Academy Award nomination for best actor. He also earned best actor nominations from the Independent Spirit Awards, the Screen Actors Guild, and the BAFTA Awards, as well as wins in this category from several film critics groups.

In 2009, Renner starred in the short-lived TV series, The Unusuals (2009), and in 2010 he played the chilling but loyal criminal Jem in Ben Affleck bank-heist thriller The Town (2010). In the fall of 2010, Renner began filming Mission: Impossible - Ghost Protocol (2011). He has also since starred in The Avengers (2012), American Hustle (2013), and Kill the Messenger (2014).

Renner's strengths as an actor derive not only from his expressive eyes but also from his ability to thoroughly embody the characters he portrays. His visceral depiction of these individuals captivates audiences and empowers him to steal scenes in many of his films, even when playing a minor role. Renner gravitates toward flawed, complicated, three-dimensional characters that allow him to explore new territory within himself.

In addition to his work as an actor, Renner continues to cultivate his lifelong love of music. A singer, songwriter, and musician, he performed with the band Sons of Ben early in his career. Scenes in Love Comes to the Executioner (2006), North Country (2005), and The Assassination of Jesse James by the Coward Robert Ford (2007) briefly showcase Renner's singing talents.

Despite traveling the world for film roles and, recently, as a United Nations Goodwill Peace Ambassador to raise awareness for mine-clearing efforts in Afghanistan, Renner remains close to his roots. In 2010, Modesto Junior College presented him the Distinguished Alumnus award in recognition of his body of work as an actor. He also headlined at a benefit for Modesto's Gallo Center for the Arts in the fall of 2010.

Renner maintains a sense of humility and gratitude, even in the wake of his recent successes and recognition. He keeps himself grounded by renovating and restoring old and rundown iconic Hollywood homes, an enterprise he began back in his early days in Los Angeles. He values loyalty and a sense of both age and history, and enjoys the opportunity to help conserve these qualities in a town that favors the young and the new."
40,nm2886648,https://m.media-amazon.com/images/M/MV5BODUzZTc3YTQtYmUwOS00ODEyLWJkYWUtMDMwNDQ0NTE0YmJjXkEyXkFqcGdeQXVyMjUzMzk2Mjg@._V1_.jpg,Jessica Camacho,female,157.48,1982-11-26,"California, USA","Born in Chicago, Camacho got her first taste of acting when she took an acting class at the suggestion of a friend. She instantly fell in love with the craft and moved to San Francisco, where she supported herself as a waitress while taking night classes at the renowned American Conservatory Theatre. She went on to work in theatre and television in Chicago, where she was able to obtain her Screen Actors Guild member-ship card before settling full time in Los Angeles.

Camacho can be seen starring in CBS' highly anticipated, legal drama series, ""All Rise."" Written and executive produced by Canadian writer Spottiswood and directed by Mike Robin, ""All Rise"" pulls back the curtain of a Los Angeles county court system, taking a deeper dive into the personal and professional lives of the judges, lawyers, clerks, bailiffs and cops. Camacho shines as Emily Lopez-Berarro, a tough and determined public defender who is undaunted in her efforts to prove her clients' innocence. ""All Rise"" premieres on CBS September 23, 2019.

Additionally, Camacho can be seen starring in Netflix's sci-fi drama series ""Another Life"" opposite Katee Sackhoff and Selma Blair. Created by Aaron Martin (""Saving Hope,"" ""DeGrassi: The Next Generation"") ""An-other Life"" centers on astronaut Niko Breckinridge (Sackhoff) who is focused on searching for alien intelligence. Camacho will play Michelle Vargas, the crew's aggressive, tell-it-like-it-is communications expert. ""Another Life"" will stream internationally on Netflix platforms on July 25, 2019. Camacho will also appear this fall in a top-secret recurring role on HBO's highly-anticipated superhero series ""Watchmen"" opposite Regina King, Jeremy Irons and Don Johnson. Written by Damon Lindelof, the show is based on characters from the iconic graphic novel and is set in an alternate history where superheroes are treated as outlaws.

Camacho was most recently seen as a series regular throughout season two of NBC's action/thriller series ""Taken,"" based on the internationally renowned blockbuster film franchise. She was a scene-stealer as whip-smart, rule-breaking Army captain, Santana. She has also appeared in the DC Comics world, and is well known for her recurring role as Gypsy on ""The Flash"" for The CW.

On the film front Camacho has been seen in ""Think Like a Man,"" ""Veronica Mars,"" and most recently ""Ro-man J. Israel, Esq."" opposite Denzel Washington. Additional television credits include: regular roles on ""Sleepy Hollow"" for FOX and ""Last Resort"" for ABC, and appearing on ""Casual,"" ""Frequency,"" ""Harley and the Davidsons,"" ""Minority Report,"" ""Longmire,"" ""Rizzoli & Isles,"" ""Stalker,"" ""Bones,"" ""Castle,"" ""NCIS: Los Angeles,"" ""Hello Ladies,"" ""Law & Order: Special Victims Unit,"" ""Nikita,"" ""Gossip Girl,"" ""The Mentalist,"" ""Dexter,"" and ""Justified.""

On the charity front, Camacho's passions are protecting our planet, helping the needy and forgotten, working with groups that help people develop skills and passions that can change their life, and being a voice for abused and neglected animals. She has worked with a handful of organizations over the years to further her voice in these arenas. Camacho currently resides in Los Angeles with her pup, Jules."
